,group_name,city,country,ratings,created_date,members,last_event,next_event,category,primary_topic,membership_fees,last_event_rsvp,next_event_rsvp
259,Society for New Communications Research Meetup Group,Palo Alto,US,4.37,1160091709000,264,,,career/business,,0,,
260,The Secret Exposed!,Walnut Creek,US,4.83,1160296815000,307,,,health/wellbeing,,0,,
261,SF Dives,San Francisco,US,4.68,1160386833000,892,,,socializing,,0,,
262,The San Francisco Brunch Club,San Francisco,US,4.62,1161061117000,1584,,,food/drink,,0,,
263,Meetup Community Organizers,San Francisco,US,4.66,1161387771000,158,,,pets/animals,,0,,
264,Entrepreneur & Small Business Academy,Berkeley,US,4.66,1162510181000,3200,,,career/business,,0,,
265,San Francisco Chihuahua Meetup,San Francisco,US,4.83,1162579376000,1105,,,pets/animals,,0,,
266,"The Uplifting ""Table of Life""",San Carlos,US,4.96,1163010452000,496,,,food/drink,,0,,
267,All About Stitches :),Pleasant Hill,US,4.87,1163087058000,33,,,hobbies/crafts,,0,,
268,The Oakland Real Estate Buying & Investing Meetup Group,Oakland,US,4.66,1163622996000,546,,,career/business,,0,,
269,The Palo Alto Scrabble Meetup Group,Palo Alto,US,4.81,1164237212000,247,,,games,,0,,
270,Bay Area Dining Club,San Francisco,US,4.5,1164486954000,2688,,,singles,,0,,
271,Single and Professional in the Bay Area,Stanford,US,4.43,1164875838000,1472,,,language/ethnic identity,,0,,
272,TED-San Francisco,San Francisco,US,4.13,1165587637000,867,,,tech,,0,,
273,The San Francisco Electronic Music Meetup Group,San Francisco,US,4.7,1165942052000,2463,,,music,,0,,
274,North Bay Sailing Meetup Group,Sausalito,US,4.75,1166077301000,2174,,,outdoors/adventure,,0,,
275,The Palo Alto Area Pagan Meetup Group,Palo Alto,US,4.76,1166267831000,360,,,new age/spirituality,,0,,
276,Transforming Lives One Story at a Time Movement,San Francisco,US,4.82,1166573247000,473,,,career/business,,0,,
277,San Francisco Art Forum,San Francisco,US,4.6,1166583972000,577,,,career/business,,0,,
278,"Digital SF (SF, Bay Area, Silicon Valley)",San Francisco,US,4.87,1167053543000,364,,,career/business,,0,,
279,SF Arts + Culture,San Francisco,US,4.59,1167068060000,4779,,,fine arts/culture,,0,,
280,-- TRIBE --,San Francisco,US,4.32,1167504703000,2905,,,socializing,,0,,
281,San Francisco Bay Area GMAT Tutoring (Free),San Francisco,US,4.65,1168209575000,662,,,education/learning,,0,,
282,The Contra Costa County Homeschool Meetup Group,Martinez,US,4.9,1168390917000,63,,,parents/family,,0,,
283,"Subtitles & Subtleties: Foreign Films, Young Professionals",San Francisco,US,4.64,1168660228000,1011,,,movies/film,,0,,
284,The San Francisco Pickup Soccer Group,San Francisco,US,4.54,1168833764000,1803,,,sports/recreation,,0,,
285,SF Bay Groovy and Grails Meetup Group,Oakland,US,4.34,1168928781000,256,,,tech,,0,,
286,Bay Area Artificial Intelligence Meetup Group,Menlo Park,US,4.58,1169510216000,2093,,,education/learning,,0,,
287,SFDebate Political Discussion Meetup,San Francisco,US,4.49,1169683307000,905,,,movements/politics,,0,,
288,The San Francisco Yoga Meetup,San Francisco,US,4.57,1170135228000,2231,,,health/wellbeing,,0,,
289,Bay Area Physics and Astronomy Society,San Francisco,US,4.59,1170372066000,1160,,,education/learning,,0,,
290,Job Seekers Network on the Peninsula,San Mateo,US,4.36,1170387348000,11,,,career/business,,0,,
291,Bay Area Wine Lovers,Walnut Creek,US,4.57,1170889186000,912,,,food/drink,,0,,
292,Silicon Valley Futurist Meetup,Palo Alto,US,4.56,1171259270000,421,,,tech,,0,,
293,Walking in San Francisco for Health and History,San Francisco,US,4.76,1171578945000,9433,,,outdoors/adventure,,0,,
294,Oakland Pathways Volunteers,Oakland,US,4.81,1171581335000,271,,,education/learning,,0,,
295,The San Francisco ASL Group :),San Francisco,US,4.55,1171751700000,914,,,language/ethnic identity,,0,,
296,Berkeley Board Gamers,Berkeley,US,4.82,1172696396000,1246,,,games,,0,,
297,The Weekly Dinner - SF,San Francisco,US,4.7,1173165849000,857,,,socializing,,0,,
298,"Russian language dinners, culture, conversation",San Francisco,US,4.6,1173824612000,929,,,language/ethnic identity,,0,,
299,San Francisco Knitters and Crocheters,San Francisco,US,4.66,1173896551000,48,,,hobbies/crafts,,0,,
300,The San Francisco Real Estate Investment Meetup Group,San Francisco,US,4.33,1174329173000,656,,,career/business,,0,,
301,BIG DATA/BUSINESS,San Francisco,US,4.48,1174341734000,812,,,tech,,0,,
302,Bay Area Atheists/Agnostics/Humanists/Freethinkers/Skeptics,San Francisco,US,4.49,1174875203000,2264,,,religion/beliefs,,0,,
303,Silicon Valley Solar Power (SVSP),San Carlos,US,3.56,1174940999000,261,,,community/environment,,0,,
304,Mystic Shaman,Fremont,US,4.81,1174998823000,540,,,new age/spirituality,,0,,
305,The Berkeley Group,Berkeley,US,4.62,1175116244000,487,,,career/business,,0,,
306,Silicon Valley Cash Flow Investing Group,Fremont,US,4.65,1175192416000,1042,,,career/business,,0,,
307,The Palo Alto Wine Group,Palo Alto,US,4.46,1175570978000,4267,,,food/drink,,0,,
308,The Alameda Energy Healers Meetup Group,Alameda,US,4.81,1175787058000,242,,,new age/spirituality,,0,,
309,"""NORTH BAY ADVENTURE CLUB!""",San Rafael,US,4.65,1175820374000,3030,,,outdoors/adventure,,0,,
310,Berkeley Events - Social and Business Networking Group,Berkeley,US,4.91,1176249183000,1433,,,career/business,,0,,
311,The San Francisco Meditation Meetup Group,San Francisco,US,4.92,1176513103000,1793,,,health/wellbeing,,0,,
312,Peninsula Real Estate Buying & Investing,Burlingame,US,3.97,1176785083000,884,,,career/business,,0,,
313,The San Francisco Tennis Party,San Francisco,US,4.05,1177052145000,1598,,,sports/recreation,,0,,
314,The San Francisco Entrepreneur and Internet MarKeting Meetup,San Francisco,US,4.88,1177106246000,365,,,career/business,,0,,
315,Bike the Bay Cycling,Oakland,US,4.84,1177264491000,3120,,,outdoors/adventure,,0,,
316,East Bay Singles & Social group,Walnut Creek,US,4.44,1177298038000,2552,,,tech,,0,,
317,"Law of Attraction In Action  - Walnut Creek, CA",Walnut Creek,US,4.84,1177603283000,1079,,,health/wellbeing,,0,,
318,Bay Area Russell Set Meetup Group,Palo Alto,US,4.87,1177721476000,81,,,pets/animals,,0,,
319,San Francisco Dance Enthusiasts,San Francisco,US,4.56,1177751891000,1255,,,socializing,,0,,
320,Golden Gate Liberty r3VOLution - San Francisco,San Francisco,US,4.6,1178656494000,628,,,movements/politics,,0,,
321,East Bay Fun,Walnut Creek,US,4.58,1178685775000,647,,,socializing,,0,,
322,Cognitive Science Reading & Discussion Group,Berkeley,US,4.58,1178767476000,515,,,education/learning,,0,,
323,Bay Area Divas of Color,Hayward,US,4.66,1178938316000,1645,,,socializing,,0,,
324,Internet Marketing Mastermind,Pleasant Hill,US,4.85,1178960014000,1314,,,tech,,0,,
325,The Palo Alto Boardgames Meetup Group,Palo Alto,US,4.62,1179011703000,1426,,,games,,0,,
326,SF Bay Area Classic Films,Palo Alto,US,4.73,1179898599000,1133,,,movies/film,,0,,
327,SF 9/11 Truth Action,San Francisco,US,4.56,1180051480000,191,,,movements/politics,,0,,
328,Bay Area Friends of Europe,San Francisco,US,4.65,1180581880000,6219,,,language/ethnic identity,,0,,
329,Concord Law of Attraction,Concord,US,4.17,1180650541000,184,,,new age/spirituality,,0,,
330,Center for Inquiry San Francisco,San Francisco,US,4.63,1180683795000,451,,,religion/beliefs,,0,,
331,The San Francisco LGBT Professionals,San Francisco,US,4.63,1180936320000,7,,,LGBT,,0,,
332,InnovatePreneurs,San Francisco,US,4.88,1180975116000,467,,,career/business,,0,,
333,Icon_Fashionista,San Francisco,US,4.28,1181013934000,252,,,fashion/beauty,,0,,
334,Scrum Professionals - San Mateo,San Mateo,US,4.66,1181084725000,1243,,,tech,,0,,
335,A Glorious Gaggle of Reikipeople - San Francisco,San Francisco,US,4.95,1181150926000,381,,,new age/spirituality,,0,,
336,Alameda Family Collective,Alameda,US,4.82,1181181612000,402,,,parents/family,,0,,
337,The San Francisco Singles Meetup Group,San Francisco,US,4.28,1181251434000,6546,,,singles,,0,,
338,The Joomla! User Group Bay Area,San Francisco,US,4.63,1181324304000,107,,,tech,,0,,
339,Stock Market Strategies,Walnut Creek,US,4.53,1181421860000,961,,,career/business,,0,,
340,Bay Area Classical Music Meetup,San Francisco,US,4.67,1182102176000,3907,,,music,,0,,
341,Awesome Asian Americans!!!,San Mateo,US,4.74,1182108550000,4031,,,socializing,,0,,
342,East Bay Book Club,Emeryville,US,4.72,1182171965000,615,,,book clubs,,0,,
343,Play Games in Oakland Every Friday!,Oakland,US,4.52,1182463774000,1927,,,games,,0,,
344,"The San Francisco Korean Language, Culture and More Group",San Francisco,US,4.63,1182463791000,1342,,,language/ethnic identity,,0,,
345,Bay Area 40+ Social Singles,San Francisco,US,4.68,1182697081000,3433,,,singles,,0,,
346,Bay Area Rock Climbing,San Mateo,US,4.7,1182740166000,2131,,,outdoors/adventure,,0,,
347,San Francisco Bay Area Rawfood Meet Up Group,San Francisco,US,4.84,1182957251000,581,,,food/drink,,0,,
348,San Francisco Screenwriting Group,San Francisco,US,4.49,1183027471000,1376,,,movies/film,,0,,
349,The Berkeley Lesbian Moms Meetup Group,Berkeley,US,4.88,1183127352000,345,,,parents/family,,0,,
350,East Bay Real Estate Investing Club,Emeryville,US,4.7,1183354815000,1281,,,career/business,,0,,
351,Hikers and Hounds,Castro Valley,US,4.93,1184193853000,46,,,pets/animals,,0,,
352,Bay Area Young Widows/Widowers Support Group,Palo Alto,US,4.78,1184821115000,288,,,support,,0,,
353,Bay Area Iranians,Menlo Park,US,4.76,1184967863000,989,,,outdoors/adventure,,0,,
354,Radical Visions Cinema Club,San Francisco,US,4.79,1185261087000,922,,,movies/film,,0,,
355,The San Francisco 80's Music Meetup Group,San Francisco,US,4.43,1185498256000,419,,,music,,0,,
356,BACHATA MEETUP SF,Emeryville,US,4.69,1185571515000,903,,,dancing,,0,,
357,SF 30 +,San Francisco,US,4.61,1185633473000,1863,,,socializing,,0,,
358,SF BASE (BAY AREA SALES EXECUTIVES),San Francisco,US,4.74,1185642895000,913,,,career/business,,0,,
359,Onyx (Bay Area Black Professionals),Redwood City,US,4.64,1185861522000,2521,,,career/business,,0,,
360,"Le ""Coeur"" Français",San Francisco,US,4.82,1185903568000,747,,,language/ethnic identity,,0,,
361,Bay Area Dance Party Meetup,Oakland,US,4.54,1186502543000,2754,,,dancing,,0,,
362,The Menlo Park French Conversation Group,Menlo Park,US,4.63,1186627765000,859,,,language/ethnic identity,,0,,
363,Bay Area Wine Club,Palo Alto,US,4.6,1186697161000,2060,,,socializing,,0,,
364,Bay Area Cycling,San Francisco,US,4.81,1186972562000,4463,,,outdoors/adventure,,0,,
365,Bay Area Desi Group!!!!!,San Francisco,US,4.45,1187463147000,1999,,,socializing,,0,,
366,Monday Night La Entrada Basketball Group (2015-2016),Menlo Park,US,4.33,1187806860000,37,,,hobbies/crafts,,0,,
367,Shut Up & Write! SF Bay Area,San Francisco,US,4.66,1187902168000,4328,,,writing,,0,,
368,The Palo Alto Web Design Meetup Group,Palo Alto,US,1.58,1188259586000,250,,,tech,,0,,
369,Bay Area South Africa and Zimbabwe Meetup Group,Palo Alto,US,4.9,1188331405000,191,,,socializing,,0,,
370,The Danville CashFlow Game Meetup Group-EastBayPlus,Danville,US,4.92,1188438929000,345,,,career/business,,0,,
371,"Marin County House of Abraham: ""Everyday Attraction""",Corte Madera,US,4.77,1188585347000,157,,,new age/spirituality,,0,,
372,Monetizing Web 2.0 Meetup,San Francisco,US,4.34,1188604274000,361,,,career/business,,0,,
373,"The Oakland Science, Spirit and Consciousness Meetup Group",Oakland,US,4.8,1188780671000,166,,,new age/spirituality,,0,,
374,Bay Area Computer Music Technology Group (BArCMuT),San Francisco,US,4.72,1188841822000,951,,,tech,,0,,
375,SF Design Meetup,San Francisco,US,4.53,1189021933000,1953,,,career/business,,0,,
376,The Fremont Chinese Language Meetup Group,Fremont,US,4.66,1189219473000,541,,,language/ethnic identity,,0,,
377,The East Bay New England Patriots fan club,Danville,US,4.82,1189302051000,316,,,sports/recreation,,0,,
378,Silicon Valley Cloud Computing Group,Palo Alto,US,4.29,1189571824000,8447,,,tech,,0,,
379,Palo Alto Independent Films Group,Palo Alto,US,4.67,1189884963000,2334,,,movies/film,,0,,
380,San Francisco World Travelers,San Francisco,US,4.66,1190416991000,6617,,,outdoors/adventure,,0,,
381,Filmi Fundoo : Bollywood Lovers Group,San Francisco,US,4.62,1190609583000,1144,,,language/ethnic identity,,0,,
382,Bay Area Republicans for Ron Paul Meetup Group,San Francisco,US,4.6,1191261849000,93,,,movements/politics,,0,,
383,The Bay Area Russian Language Meetup Group,Burlingame,US,4.59,1191349916000,756,,,language/ethnic identity,,0,,
384,Fire On the Bay for UX and Interaction Designers,San Francisco,US,4.51,1191531189000,1807,,,tech,,0,,
385,Zoot Suit SF Bay Area Swing Dancers,San Francisco,US,4.54,1191776852000,973,,,dancing,,0,,
386,"Founders Central SEED, ANGEL, VENTURE CAPITAL Funding",Menlo Park,US,4,1192128971000,609,,,tech,,0,,
387,The Fremont/Newark Walking & Hiking Meetup & activ,Fremont,US,4.49,1192586623000,15,,,tech,,0,,
388,Girlfriend's Social Club,Alameda,US,4.78,1192670976000,1517,,,socializing,,0,,
389,Bay Area Coworking Connections,San Francisco,US,4.78,1192822157000,826,,,career/business,,0,,
390,East Bay Spanish-Language MeetUp,Oakland,US,4.81,1192835929000,2025,,,language/ethnic identity,,0,,
391,Marin and Sonoma Distance Hikers,Mill Valley,US,4.93,1193006347000,1079,,,outdoors/adventure,,0,,
392,The San Francisco 20's & 30's Indie Music Group,San Francisco,US,4.8,1193276025000,777,,,music,,0,,
393,SF Games,San Francisco,US,4.57,1193425501000,1599,,,games,,0,,
394,The San Francisco Middle Eastern Music Meetup Group,San Francisco,US,4.79,1193453204000,699,,,music,,0,,
395,Bay Area Social,Oakland,US,4.8,1193693713000,3095,,,socializing,,0,,
396,Peninsula Spanish Language Meetup Group,Burlingame,US,4.76,1194125670000,823,,,language/ethnic identity,,0,,
397,WeAreChange SF Bay Area,San Francisco,US,4.58,1194218236000,287,,,movements/politics,,0,,
398,Peninsula Couples Socializing Group,San Mateo,US,4.83,1194397604000,314,,,socializing,,0,,
399,The San Francisco Libertarian Party Meetup Group,San Francisco,US,4.52,1194455901000,335,,,movements/politics,,0,,
400,Startup Mind SF:Tech&Social Events,San Francisco,US,4.57,1194569094000,4835,,,socializing,,0,,
401,The East Bay Travel Club Meetup Group,Oakland,US,4.54,1194631169000,862,,,outdoors/adventure,,0,,
402,The Bay Area Photography & Exploration Society,San Francisco,US,4.61,1194801105000,3155,,,photography,,0,,
403,The San Francisco Metal Meetup Group,San Francisco,US,4.62,1194904952000,1250,,,music,,0,,
404,"Body, Mind, Spirit, Earth",San Rafael,US,4.9,1195350929000,366,,,health/wellbeing,,0,,
405,San Francisco Bay Area Gay Men's MeetUp & Activity Group,Oakland,US,4.48,1195368583000,1566,,,LGBT,,0,,
406,The SF Bay Area Euchre Meetup Group,San Francisco,US,4.92,1195667123000,451,,,games,,0,,
407,Poets Wanted,San Francisco,US,4.91,1196040407000,823,,,fine arts/culture,,0,,
408,Silicon Valley Entrepreneurs & Startups,San Francisco,US,4.55,1196203591000,24296,,,tech,,0,,
409,Bay Area CPA Job Meetup,Daly City,US,4.48,1196281157000,322,,,tech,,0,,
410,Get a Love Life!,San Francisco,US,4.5,1196366111000,87,,,dancing,,0,,
411,"""WILDCAT ADVENTURE CLUB!""",Oakland,US,4.89,1197170304000,2561,,,outdoors/adventure,,0,,
412,SFBayCafe,San Francisco,US,4.82,1197272431000,3422,,,outdoors/adventure,,0,,
413,San Francisco Bay Area Tango,San Francisco,US,4.57,1197595176000,564,,,dancing,,0,,
414,San Francisco/Peninsula/Northern Silicon Valley Cohousing,Palo Alto,US,4.21,1197754875000,173,,,community/environment,,0,,
415,MINGLES - Black Professionals Silicon Valley,Union City,US,4.8,1197778127000,723,,,socializing,,0,,
416,Redwood City Constitutional Compliance Meetup Group,Redwood City,US,4.09,1198005809000,28,,,movements/politics,,0,,
417,The Reiki Circle Exchange,San Francisco,US,4.89,1198007677000,592,,,new age/spirituality,,0,,
418,The North Bay Film Group,San Rafael,US,4.36,1198180031000,177,,,movies/film,,0,,
419,Make:SF - the Bay Makers,San Francisco,US,4.63,1198272615000,160,,,tech,,0,,
420,Bay Area Beer Socials,San Francisco,US,4.69,1198778781000,8537,,,food/drink,,0,,
421,Tri City Women's Social Club! Where Women Come Together,Fremont,US,4.94,1199054798000,139,,,career/business,,0,,
422,The San Francisco Depression Meetup Group,San Francisco,US,4.45,1199289209000,633,,,support,,0,,
423,SF Bay Area Progressive Liberal Muslim Singles,Palo Alto,US,4.81,1199490493000,747,,,religion/beliefs,,0,,
424,Bay Area Social Enterprise,San Francisco,US,4.56,1199511890000,1617,,,career/business,,0,,
425,The San Francisco Java User Group,San Francisco,US,4.5,1199722724000,4505,,,tech,,0,,
426,Bay Area Skiing and Snowboarding,San Francisco,US,4.75,1199776218000,2131,,,outdoors/adventure,,0,,
427,San Francisco Agile User Group,San Francisco,US,4.29,1199903659000,1471,,,tech,,0,,
428,The Oakland/East Bay Happy Hour,Oakland,US,4.45,1199908004000,6024,,,socializing,,0,,
429,🍸Manolos & Martinis™ Girlfriends👸,San Francisco,US,4.86,1199998212000,698,,,socializing,,0,,
430,Singles Dating Events In SF 30-60s Meetup Group!,San Francisco,US,4.7,1200244943000,784,,,food/drink,,0,,
431,Berkeley Running Club,Berkeley,US,4.94,1200268728000,3089,,,fitness,,0,,
432,San Francisco Travel Book Club,San Francisco,US,4.79,1200645212000,1492,,,movements/politics,,0,,
433,The S.F. Bay Area Travel Group,Alameda,US,4.49,1201318724000,623,,,socializing,,0,,
434,Berkeley Vegan Meetup,Berkeley,US,4.63,1201479280000,1857,,,food/drink,,0,,
435,The SF Bay Area Gay Dads Meetup,San Francisco,US,4.66,1201847862000,323,,,LGBT,,0,,
436,Silicon Valley Web Devs,San Francisco,US,4.55,1201882044000,738,,,tech,,0,,
437,Social Anxiety Improvement,Emeryville,US,4.55,1201890588000,903,,,support,,0,,
438,San Francisco Bipolar Disorders Meetup,San Francisco,US,4.7,1202047660000,340,,,support,,0,,
439,San Francisco Movie Makers,San Francisco,US,4.43,1202187467000,528,,,movies/film,,0,,
440,Silicon Valley Clean Tech Meetup Group,Palo Alto,US,3.87,1202325454000,546,,,career/business,,0,,
441,Real Wealth Network - Walnut Creek Chapter,Walnut Creek,US,4.67,1202766802000,235,,,career/business,,0,,
442,The Serenity Group,Alameda,US,4.7,1202776298000,205,,,health/wellbeing,,0,,
443,Erlang & Elixir SF,San Francisco,US,4.79,1202885564000,1009,,,tech,,0,,
444,The Bay Area Sushi & Sake Aficionado Group,San Mateo,US,4.79,1202971211000,584,,,socializing,,0,,
445,Thrills and Chills - Bay Area Horror and Sci-Fi Movies,San Francisco,US,4.62,1202971504000,1348,,,movies/film,,0,,
446,The World Traveler's Network - SF Bay Area,San Francisco,US,4.94,1203024675000,333,,,socializing,,0,,
447,Cupcake and Dessert Lovers Meetup Group,San Francisco,US,4.72,1203097098000,604,,,food/drink,,0,,
448,Bay Area Russian-speaking Kids and Parents,Palo Alto,US,4.84,1203709592000,624,,,parents/family,,0,,
449,Silicon Valley Network & Infrastructure Meetup,Palo Alto,US,4.66,1204006001000,441,,,tech,,0,,
450,Party Club Entertainment,Palo Alto,US,4.77,1204086600000,1262,,,socializing,,0,,
451,Founders Central SAN FRANCISCO,San Francisco,US,3.88,1204238613000,489,,,tech,,0,,
452,Menlo Park Women's Book Club,Menlo Park,US,4.75,1204320321000,75,,,book clubs,,0,,
453,"Experience Peace, Calmness & Joy with Open Heart Meditation",Fremont,US,4.88,1204521998000,157,,,health/wellbeing,,0,,
454,San Francisco Bay Area Paranormal Group,Alameda,US,4.06,1204831084000,595,,,paranormal,,0,,
455,Bay Area Tony Robbins Meetup,Redwood City,US,4.76,1204846872000,337,,,health/wellbeing,,0,,
456,San Francisco Asian Professionals,San Francisco,US,4.71,1204871820000,1484,,,tech,,0,,
457,The Silicon Valley iOS Developers' Meetup,Palo Alto,US,4.6,1204919195000,6826,,,tech,,0,,
458,The San Francisco Bay Area CHOCOLATE Meetup,San Francisco,US,4.48,1205088691000,2564,,,food/drink,,0,,
459,San Francisco / Bay Area Paint Dancing - PaintDancing.com,San Francisco,US,4.81,1205112933000,1324,,,dancing,,0,,
460,The Wine Adventure Group,San Francisco,US,4.94,1205253794000,1051,,,food/drink,,0,,
461,Rabbit Lovers and Helpers,Mill Valley,US,5,1205258573000,73,,,pets/animals,,0,,
462,The SF JavaScript Meetup,San Francisco,US,4.51,1205357247000,10419,,,tech,,0,,
463,SF New Media & Video 2.0 Nation,San Francisco,US,4.21,1205428676000,643,,,career/business,,0,,
464,Apartment (Multifamily) Investing,San Francisco,US,4.73,1205452571000,1100,,,career/business,,0,,
465,The San Francisco Flag Football Meetup,San Francisco,US,0,1205507488000,286,,,sports/recreation,,0,,
